birdName,dateTime,island,txFromDuskyId,txChannel,txDateOn,txDateOff
Pearl,2013-06-10 13:55:00,Whenua Hou,1248,51,2012-08-08 14:10:00,2013-06-10 13:55:00
Tiwai,2013-05-24 09:15:00,Hauturu,1189,25,2012-10-03 15:16:00,2013-05-24 09:15:00
Heather,2013-05-21 16:40:00,Hauturu,1183,20,2012-05-31 12:45:00,2013-05-21 16:40:00
Ox,2013-05-21 12:25:00,Hauturu,1192,65,2012-05-31 14:58:00,2013-05-21 12:25:00
Merty,2013-05-20 14:20:00,Hauturu,1191,45,2012-05-30 11:55:00,2013-05-20 14:20:00
Flossie,2013-05-20 12:15:00,Hauturu,1182,10,2012-06-02 12:25:00,2013-05-20 12:15:00
Hananui,2013-05-19 12:05:00,Hauturu,1185,40,2012-05-31 11:00:00,2013-05-19 12:05:00
Doc,2013-05-19 11:50:00,Hauturu,1190,35,2012-06-01 11:30:00,2013-05-19 11:50:00
Fuchsia,2013-03-22 11:37:00,Whenua Hou,1264,93,2012-08-10 12:20:00,2013-03-22 11:37:00
Dobbie,2013-03-01 23:15:00,Te Kakahu,0,0,2010-07-04 12:05:00,2013-03-01 23:15:00
Jimmy,2013-02-12 14:05:00,Whenua Hou,0,0,2012-08-12 13:35:00,2013-02-12 14:05:00
Rakiura,2013-01-29 12:20:00,Petrel,0,0,2013-01-16 15:30:00,2013-01-29 12:20:00
Rakiura,2013-01-16 15:30:00,Petrel,0,0,2012-06-01 15:30:00,2013-01-16 15:30:00
Joe,2012-12-12 15:45:00,Anchor,0,0,2012-12-07 11:15:00,2012-12-12 15:45:00
Joe,2012-12-07 11:15:00,Anchor,35706Joe20/09/2009,50,2009-09-20 14:00:00,2012-12-07 11:15:00
Tamahou,2012-11-20 15:50:00,Anchor,1075,35,2012-02-19 10:15:00,2012-11-20 15:50:00
Hakatere,2012-11-18 13:00:00,Whenua Hou,0,0,2012-08-22 12:15:00,2012-11-18 13:00:00
Wendy,2012-11-02 13:00:00,Whenua Hou,1259,81,2012-08-25 11:53:00,2012-11-02 13:00:00
Jack,2012-10-09 12:08:00,Pearl,1082,48,2011-09-21 15:00:00,2012-10-09 12:08:00
George,2012-10-08 11:15:00,Anchor,1066,18,2012-04-19 12:53:00,2012-10-08 11:15:00
Tiwai,2012-10-03 15:16:00,Hauturu,0,0,2011-09-15 13:20:00,2012-10-03 15:16:00
JEM,2012-09-28 10:22:00,Anchor,1079,41,2011-09-02 14:05:00,2012-09-28 10:22:00
Blake,2012-09-24 12:25:00,Anchor,1090,65,2011-08-04 14:22:00,2012-09-24 12:25:00
Kumi,2012-09-23 15:45:00,Anchor,1099,81,2011-09-06 14:00:00,2012-09-23 15:45:00
Maggie,2012-09-23 14:04:00,Anchor,1062,12,2011-09-20 13:40:00,2012-09-23 14:04:00
Kuia,2012-09-23 11:28:00,Anchor,1084,54,2011-09-07 12:00:00,2012-09-23 11:28:00
Hokonui,2012-09-22 15:25:00,Anchor,1089,64,2011-12-09 14:05:00,2012-09-22 15:25:00
Hillary,2012-09-22 13:50:00,Anchor,1135,37,2011-09-04 15:55:00,2012-09-22 13:50:00
Atareta,2012-09-21 12:10:00,Anchor,0011,43,2012-05-18 12:40:00,2012-09-21 12:10:00
Evohe,2012-09-21 12:00:00,Anchor,1078,39,2011-09-16 12:10:00,2012-09-21 12:00:00
Basil,2012-09-21 10:30:00,Anchor,1101,87,2011-09-02 15:40:00,2012-09-21 10:30:00
Ngatapa,2012-09-20 14:15:00,Anchor,1178,3,2011-12-10 16:00:00,2012-09-20 14:15:00
Nora,2012-09-20 14:10:00,Anchor,1076,36,2011-09-14 15:30:00,2012-09-20 14:10:00
Merv,2012-09-20 11:55:00,Anchor,1077,38,2011-09-03 14:30:00,2012-09-20 11:55:00
Boomer,2012-09-20 11:00:00,Anchor,1085,57,2011-08-04 13:00:00,2012-09-20 11:00:00
Trevor,2012-09-20 09:45:00,Anchor,1065,16,2011-09-06 17:30:00,2012-09-20 09:45:00
Robbie,2012-09-18 13:00:00,Anchor,1093,70,2011-09-04 14:00:00,2012-09-18 13:00:00
Jane,2012-09-18 12:30:00,Anchor,0063,77,2012-04-01 14:40:00,2012-09-18 12:30:00
Hauturu,2012-09-18 10:05:00,Anchor,1072,32,2011-08-02 13:00:00,2012-09-18 10:05:00
Ra,2012-09-18 09:50:00,Anchor,1102,89,2011-09-03 18:10:00,2012-09-18 09:50:00
Jemma,2012-09-16 19:45:00,Anchor,1064,15,2011-09-18 14:05:00,2012-09-16 19:45:00
Waa,2012-09-16 15:05:00,Anchor,1126,5,2012-04-17 16:40:00,2012-09-16 15:05:00
Stella,2012-09-16 14:05:00,Anchor,1181,60,2012-04-03 12:00:00,2012-09-16 14:05:00
Manu,2012-09-16 13:50:00,Anchor,1069,24,2011-09-20 10:20:00,2012-09-16 13:50:00
Takitimu,2012-09-16 13:25:00,Anchor,1096,75,2011-09-06 15:55:00,2012-09-16 13:25:00
Mila,2012-09-16 12:15:00,Anchor,1095,73,2011-09-07 13:55:00,2012-09-16 12:15:00
Ariki,2012-09-16 12:00:00,Anchor,1106,95,2011-09-09 12:20:00,2012-09-16 12:00:00
Konini,2012-09-16 11:05:00,Anchor,1080,45,2011-09-07 15:30:00,2012-09-16 11:05:00
Waikawa,2012-09-15 16:20:00,Anchor,1150,96,2012-03-29 17:34:00,2012-09-15 16:20:00
Hine Taumai,2012-09-15 15:10:00,Anchor,1063,14,2011-08-04 15:30:00,2012-09-15 15:10:00
Horton,2012-09-15 13:58:00,Anchor,1094,72,2011-07-30 19:50:00,2012-09-15 13:58:00
Hinemoa,2012-09-15 13:45:00,Anchor,1105,92,2011-09-11 11:30:00,2012-09-15 13:45:00
Tiwhiri,2012-09-15 12:20:00,Anchor,1100,84,2011-07-25 14:00:00,2012-09-15 12:20:00
Toitiiti,2012-09-15 10:10:00,Anchor,1070,25,2011-09-16 15:00:00,2012-09-15 10:10:00
Roha,2012-09-15 09:20:00,Anchor,1104,91,2011-09-08 14:05:00,2012-09-15 09:20:00
Ian,2012-09-13 14:40:00,Anchor,1107,97,2012-04-17 13:05:00,2012-09-13 14:40:00
Te Kingi,2012-09-13 14:40:00,Anchor,1060,7,2011-07-30 11:00:00,2012-09-13 14:40:00
Waihopai,2012-09-13 12:15:00,Anchor,1081,47,2011-09-21 11:50:00,2012-09-13 12:15:00
Yasmine,2012-09-13 12:10:00,Anchor,1092,69,2011-07-31 14:35:00,2012-09-13 12:10:00
Aparima,2012-09-13 10:15:00,Anchor,1088,63,2011-08-01 11:30:00,2012-09-13 10:15:00
Scratch,2012-09-13 10:00:00,Anchor,1058,2,2011-09-03 16:35:00,2012-09-13 10:00:00
Marama,2012-09-13 09:03:00,Anchor,1098,79,2011-07-31 14:00:00,2012-09-13 09:03:00
Wendy,2012-08-25 11:53:00,Whenua Hou,1173,83,2011-09-20 14:25:00,2012-08-25 11:53:00
Hakatere,2012-08-22 12:15:00,Whenua Hou,1269,13,2012-07-19 11:50:00,2012-08-22 12:15:00
Sinbad,2012-08-20 16:10:00,Whenua Hou,1110,26,2011-11-27 14:20:00,2012-08-20 16:10:00
Gulliver,2012-08-20 16:05:00,Whenua Hou,1108,4,2011-12-04 11:40:00,2012-08-20 16:05:00
Boss,2012-08-18 16:06:00,Whenua Hou,1121,66,2011-12-08 13:20:00,2012-08-18 16:06:00
Tiaka,2012-08-18 11:40:00,Whenua Hou,1137,43,2011-09-04 14:00:00,2012-08-18 11:40:00
Sirocco,2012-08-17 22:15:00,Maungatautari,0061,49,2011-01-29 15:00:00,2012-08-17 22:15:00
Te Atapo,2012-08-16 16:40:00,Whenua Hou,1140,49,2011-08-29 16:08:00,2012-08-16 16:40:00
Stumpy,2012-08-15 15:15:00,Whenua Hou,1124,86,2011-12-06 13:10:00,2012-08-15 15:15:00
Tutoko,2012-08-15 14:46:00,Whenua Hou,1139,47,2011-09-03 13:00:00,2012-08-15 14:46:00
Felix,2012-08-15 13:50:00,Whenua Hou,1119,59,2011-11-26 15:35:00,2012-08-15 13:50:00
Blades,2012-08-14 15:05:00,Whenua Hou,1116,54,2011-11-26 14:15:00,2012-08-14 15:05:00
Jean,2012-08-13 11:15:00,Whenua Hou,1171,80,2011-09-29 15:36:00,2012-08-13 11:15:00
Barnard,2012-08-12 15:40:00,Whenua Hou,1122,78,2011-11-27 16:40:00,2012-08-12 15:40:00
Gumboots,2012-08-12 14:30:00,Whenua Hou,1115,41,2011-12-04 17:16:00,2012-08-12 14:30:00
Jimmy,2012-08-12 13:35:00,Whenua Hou,1118,58,2011-11-27 16:41:00,2012-08-12 13:35:00
Ben,2012-08-12 11:50:00,Whenua Hou,1109,15,2011-11-26 13:00:00,2012-08-12 11:50:00
Pounamu,2012-08-10 16:50:00,Whenua Hou,1168,71,2011-10-01 10:20:00,2012-08-10 16:50:00
Kuihi,2012-08-10 13:40:00,Whenua Hou,1159,30,2011-09-23 15:00:00,2012-08-10 13:40:00
Fuchsia,2012-08-10 12:20:00,Whenua Hou,1158,27,2011-09-17 12:22:00,2012-08-10 12:20:00
Luke,2012-08-09 15:15:00,Whenua Hou,1111,33,2011-12-04 11:40:00,2012-08-09 15:15:00
Zephyr,2012-08-09 12:30:00,Whenua Hou,1155,19,2011-09-15 14:30:00,2012-08-09 12:30:00
Bella,2012-08-08 15:12:00,Whenua Hou,1162,40,2011-10-03 12:00:00,2012-08-08 15:12:00
Pearl,2012-08-08 14:10:00,Whenua Hou,1166,51,2011-09-17 14:18:00,2012-08-08 14:10:00
Ralph,2012-08-08 13:46:00,Whenua Hou,1117,55,2011-11-27 12:05:00,2012-08-08 13:46:00
Alice,2012-08-08 11:35:00,Whenua Hou,1157,21,2011-09-29 11:00:00,2012-08-08 11:35:00
Margaret-maree,2012-08-06 14:00:00,Whenua Hou,1161,35,2011-09-17 12:20:00,2012-08-06 14:00:00
Cyndy,2012-08-06 13:25:00,Whenua Hou,1170,75,2011-09-20 11:00:00,2012-08-06 13:25:00
Lisa,2012-08-06 12:05:00,Whenua Hou,1174,85,2011-09-20 14:50:00,2012-08-06 12:05:00
Sue,2012-08-06 11:03:00,Whenua Hou,1175,88,2011-09-15 14:40:00,2012-08-06 11:03:00
Wiremu,2012-08-05 14:20:00,Whenua Hou,1132,17,2011-09-07 16:45:00,2012-08-05 14:20:00
Nog,2012-08-05 14:08:00,Whenua Hou,1114,38,2011-11-26 14:57:00,2012-08-05 14:08:00
Juanma,2012-08-05 12:10:00,Whenua Hou,1131,16,2011-10-01 13:45:00,2012-08-05 12:10:00
Komaru,2012-08-05 12:03:00,Whenua Hou,1147,73,2011-09-02 13:30:00,2012-08-05 12:03:00
Weheruatanga-o-te-po,2012-08-04 15:40:00,Whenua Hou,1149,91,2011-09-20 13:20:00,2012-08-04 15:40:00
Moss,2012-08-04 14:30:00,Whenua Hou,0016,32,2012-04-19 11:20:00,2012-08-04 14:30:00
Esperance,2012-08-04 12:54:00,Whenua Hou,1156,20,2011-09-15 11:35:00,2012-08-04 12:54:00
Taonga,2012-08-04 12:10:00,Whenua Hou,1134,29,2011-10-22 12:10:00,2012-08-04 12:10:00
Queenie,2012-08-03 14:10:00,Whenua Hou,1128,8,2011-09-05 16:40:00,2012-08-03 14:10:00
Millie,2012-08-03 12:50:00,Whenua Hou,1136,39,2011-09-03 13:25:00,2012-08-03 12:50:00
Awarua,2012-08-03 11:30:00,Whenua Hou,1133,28,2011-09-05 15:35:00,2012-08-03 11:30:00
Tumeke,2012-08-02 15:30:00,Whenua Hou,1164,46,2011-09-16 11:56:00,2012-08-02 15:30:00
Ellie,2012-08-02 13:15:00,Whenua Hou,1153,11,2011-09-26 12:00:00,2012-08-02 13:15:00
Wharetutu,2012-08-02 10:45:00,Whenua Hou,1143,61,2011-09-08 12:30:00,2012-08-02 10:45:00
Huhana,2012-07-21 16:18:00,Whenua Hou,1141,53,2011-09-07 13:45:00,2012-07-21 16:18:00
Bonus,2012-07-21 14:53:00,Whenua Hou,1120,62,2011-12-16 12:35:00,2012-07-21 14:53:00
Ruth,2012-07-21 12:48:00,Whenua Hou,1176,98,2011-09-29 13:15:00,2012-07-21 12:48:00
Solstice,2012-07-20 16:23:00,Whenua Hou,1151,6,2011-09-29 13:00:00,2012-07-20 16:23:00
Arab,2012-07-20 15:13:00,Whenua Hou,1125,89,2011-12-11 23:05:00,2012-07-20 15:13:00
Smoko,2012-07-20 12:55:00,Whenua Hou,1113,36,2011-11-26 17:30:00,2012-07-20 12:55:00
Suzanne,2012-07-20 10:14:00,Whenua Hou,1163,45,2011-09-16 12:55:00,2012-07-20 10:14:00
Tiaho,2012-07-19 16:50:00,Whenua Hou,1180,42,2011-12-12 15:15:00,2012-07-19 16:50:00
Ihi,2012-07-19 15:33:00,Whenua Hou,1127,7,2011-09-03 15:00:00,2012-07-19 15:33:00
Wolf,2012-07-19 13:57:00,Whenua Hou,1067,22,2012-04-19 12:45:00,2012-07-19 13:57:00
Hakatere,2012-07-19 11:50:00,Whenua Hou,1148,79,2011-09-02 14:55:00,2012-07-19 11:50:00
Tia,2012-07-19 10:27:00,Whenua Hou,1138,44,2011-09-17 14:00:00,2012-07-19 10:27:00
Aranga,2012-07-18 16:05:00,Whenua Hou,1172,82,2011-09-30 12:00:00,2012-07-18 16:05:00
Hoki,2012-07-18 15:00:00,Whenua Hou,1160,31,2011-10-01 13:48:00,2012-07-18 15:00:00
Pura,2012-07-17 10:04:00,Whenua Hou,1169,74,2011-09-30 09:20:00,2012-07-17 10:04:00
Flossie,2012-06-02 12:25:00,Hauturu,1152,10,2011-10-02 13:00:00,2012-06-02 12:25:00
Rakiura,2012-06-01 15:30:00,Hauturu,1167,56,2011-09-21 12:00:00,2012-06-01 15:30:00
Doc,2012-06-01 11:30:00,Hauturu,1074,34,2011-08-04 11:30:00,2012-06-01 11:30:00
Ox,2012-05-31 14:58:00,Hauturu,0052,92,2012-04-14 08:22:00,2012-05-31 14:58:00
Heather,2012-05-31 12:45:00,Hauturu,1165,50,2011-09-29 16:57:00,2012-05-31 12:45:00
Hananui,2012-05-31 11:00:00,Hauturu,1154,13,2011-09-16 12:00:00,2012-05-31 11:00:00
Merty,2012-05-30 11:55:00,Hauturu,1123,81,2012-01-21 09:26:00,2012-05-30 11:55:00
Atareta,2012-05-18 12:40:00,Whenua Hou,1129,12,2011-09-03 16:20:00,2012-05-18 12:40:00
George,2012-04-19 12:53:00,Whenua Hou,1142,57,2011-08-29 14:44:00,2012-04-19 12:53:00
Wolf,2012-04-19 12:45:00,Whenua Hou,1179,24,2011-12-13 09:55:00,2012-04-19 12:45:00
Moss,2012-04-19 11:20:00,Whenua Hou,1073,32,2011-09-14 14:10:00,2012-04-19 11:20:00
Waa,2012-04-17 16:40:00,Whenua Hou,1145,70,2011-09-02 09:55:00,2012-04-17 16:40:00
Hurihuri,2012-04-17 13:50:00,Whenua Hou,1071,25,2011-09-17 16:08:00,2012-04-17 13:50:00
Ian,2012-04-17 13:05:00,Whenua Hou,1146,72,2011-09-04 15:30:00,2012-04-17 13:05:00
Ox,2012-04-14 08:22:00,Whenua Hou,1112,34,2011-11-28 15:55:00,2012-04-14 08:22:00
Stella,2012-04-03 12:00:00,Whenua Hou,1144,68,2011-09-13 10:21:00,2012-04-03 12:00:00
Jane,2012-04-01 14:40:00,Anchor,35706Jane16/10/2008,17,2008-10-16 14:35:00,2012-04-01 14:40:00
Waikawa,2012-03-29 17:34:00,Whenua Hou,1130,14,2011-09-05 11:45:00,2012-03-29 17:34:00
Rooster,2012-03-02 12:00:00,North Island,1150,96,2011-09-23 12:50:00,2012-03-02 12:00:00
Tamahou,2012-02-19 10:15:00,Anchor,2024,35,2010-07-30 15:48:00,2012-02-19 10:15:00
Sandra,2012-01-29 14:56:00,Anchor,1083,49,2011-08-02 15:00:00,2012-01-29 14:56:00
Merty,2012-01-21 09:26:00,Whenua Hou,0062,47,2010-10-22 07:23:00,2012-01-21 09:26:00
Waynebo,2011-12-30 17:00:00,Whenua Hou,1123,81,2011-12-17 12:25:00,2011-12-30 17:00:00
Waynebo,2011-12-17 12:25:00,Whenua Hou,0005,81,2011-03-21 11:45:00,2011-12-17 12:25:00
Bonus,2011-12-16 12:35:00,Whenua Hou,0007,23,2011-09-04 13:00:00,2011-12-16 12:35:00
Wolf,2011-12-13 09:55:00,Whenua Hou,0001,90,2010-10-23 23:30:00,2011-12-13 09:55:00
Tiaho,2011-12-12 15:15:00,Whenua Hou,0049,3,2011-02-15 23:50:00,2011-12-12 15:15:00
Arab,2011-12-11 23:05:00,Whenua Hou,0,0,2011-12-04 13:30:00,2011-12-11 23:05:00
Ngatapa,2011-12-10 16:00:00,Whenua Hou,0046,22,2010-07-27 14:00:00,2011-12-10 16:00:00
Hokonui,2011-12-09 14:05:00,Whenua Hou,0025,64,2010-06-14 13:31:00,2011-12-09 14:05:00
Boss,2011-12-08 13:20:00,Whenua Hou,0035,66,2010-06-19 16:38:00,2011-12-08 13:20:00
Stumpy,2011-12-06 13:10:00,Whenua Hou,0002,86,2010-06-16 12:50:00,2011-12-06 13:10:00
Gumboots,2011-12-04 17:16:00,Whenua Hou,2001,20,2011-02-23 13:50:00,2011-12-04 17:16:00
Arab,2011-12-04 13:30:00,Whenua Hou,0,0,2011-02-06 12:10:00,2011-12-04 13:30:00
Luke,2011-12-04 11:40:00,Whenua Hou,0041,33,2010-11-29 09:10:00,2011-12-04 11:40:00
Gulliver,2011-12-04 11:40:00,Whenua Hou,1043,4,2010-08-02 12:05:00,2011-12-04 11:40:00
Ox,2011-11-28 15:55:00,Whenua Hou,0060,89,2011-02-15 14:30:00,2011-11-28 15:55:00
Jimmy,2011-11-27 16:41:00,Whenua Hou,0029,58,2010-06-15 12:44:00,2011-11-27 16:41:00
Barnard,2011-11-27 16:40:00,Whenua Hou,9044,87,2011-07-05 15:05:00,2011-11-27 16:40:00
Sinbad,2011-11-27 14:20:00,Whenua Hou,1048,60,2011-03-26 15:35:00,2011-11-27 14:20:00
Ralph,2011-11-27 12:05:00,Whenua Hou,0021,55,2010-06-15 16:35:00,2011-11-27 12:05:00
Smoko,2011-11-26 17:30:00,Whenua Hou,0012,36,2011-03-23 15:50:00,2011-11-26 17:30:00
Felix,2011-11-26 15:35:00,Whenua Hou,0003,59,2011-03-27 15:40:00,2011-11-26 15:35:00
Nog,2011-11-26 14:57:00,Whenua Hou,35706Nog17/06/2010,38,2011-02-02 15:04:00,2011-11-26 14:57:00
Blades,2011-11-26 14:15:00,Whenua Hou,0017,42,2011-02-09 13:55:00,2011-11-26 14:15:00
Ben,2011-11-26 13:00:00,Whenua Hou,9025,126,2011-10-22 21:00:00,2011-11-26 13:00:00
Ben,2011-10-22 21:00:00,Whenua Hou,1044,29,2011-10-12 13:00:00,2011-10-22 21:00:00
Taonga,2011-10-22 12:10:00,Whenua Hou,9037,84,2011-06-13 14:00:00,2011-10-22 12:10:00
Ben,2011-10-12 13:00:00,Whenua Hou,1044,29,2010-12-29 17:28:00,2011-10-12 13:00:00
Bella,2011-10-03 12:00:00,Whenua Hou,1018,40,2010-07-23 13:50:00,2011-10-03 12:00:00
Flossie,2011-10-02 13:00:00,Whenua Hou,1004,10,2010-11-30 10:36:00,2011-10-02 13:00:00
Hoki,2011-10-01 13:48:00,Whenua Hou,1014,31,2010-11-27 15:45:00,2011-10-01 13:48:00
Juanma,2011-10-01 13:45:00,Whenua Hou,1126,5,2011-09-09 12:30:00,2011-10-01 13:45:00
Pounamu,2011-10-01 10:20:00,Whenua Hou,1003,9,2010-07-27 14:25:00,2011-10-01 10:20:00
Aranga,2011-09-30 12:00:00,Whenua Hou,1035,76,2010-07-24 11:30:00,2011-09-30 12:00:00
Pura,2011-09-30 09:20:00,Whenua Hou,1033,74,2010-07-26 10:40:00,2011-09-30 09:20:00
Heather,2011-09-29 16:57:00,Whenua Hou,1023,50,2010-07-27 11:50:00,2011-09-29 16:57:00
Jean,2011-09-29 15:36:00,Whenua Hou,1037,80,2010-07-23 12:00:00,2011-09-29 15:36:00
Ruth,2011-09-29 13:15:00,Whenua Hou,1042,98,2010-07-30 12:55:00,2011-09-29 13:15:00
Solstice,2011-09-29 13:00:00,Whenua Hou,1002,6,2010-07-30 20:05:00,2011-09-29 13:00:00
Alice,2011-09-29 11:00:00,Whenua Hou,1011,21,2010-07-28 12:18:00,2011-09-29 11:00:00
Ellie,2011-09-26 12:00:00,Whenua Hou,1005,11,2010-07-26 12:00:00,2011-09-26 12:00:00
Kuihi,2011-09-23 15:00:00,Whenua Hou,1013,30,2010-07-26 10:20:00,2011-09-23 15:00:00
Rooster,2011-09-23 12:50:00,Whenua Hou,0034,96,2010-06-16 21:00:00,2011-09-23 12:50:00
Jack,2011-09-21 15:00:00,Whenua Hou,1053,94,2011-04-20 12:10:00,2011-09-21 15:00:00
Rakiura,2011-09-21 12:00:00,Whenua Hou,1027,56,2010-07-24 14:45:00,2011-09-21 12:00:00
Waihopai,2011-09-21 11:50:00,Anchor,2007,47,2010-07-29 14:15:00,2011-09-21 11:50:00
Lisa,2011-09-20 14:50:00,Whenua Hou,1039,85,2010-07-24 10:30:00,2011-09-20 14:50:00
Wendy,2011-09-20 14:25:00,Whenua Hou,1038,83,2010-07-30 18:20:00,2011-09-20 14:25:00
Maggie,2011-09-20 13:40:00,Anchor,1006,12,2010-07-30 12:38:00,2011-09-20 13:40:00
Weheruatanga-o-te-po,2011-09-20 13:20:00,Whenua Hou,0031,91,2010-06-17 15:50:00,2011-09-20 13:20:00
Cyndy,2011-09-20 11:00:00,Whenua Hou,1025,52,2011-03-01 23:00:00,2011-09-20 11:00:00
Manu,2011-09-20 10:20:00,Anchor,0036,1,2011-05-01 14:00:00,2011-09-20 10:20:00
Jemma,2011-09-18 14:05:00,Anchor,2011,15,2010-06-27 11:45:00,2011-09-18 14:05:00
Hurihuri,2011-09-17 16:08:00,Whenua Hou,0042,25,2010-07-01 15:26:00,2011-09-17 16:08:00
Pearl,2011-09-17 14:18:00,Whenua Hou,1024,51,2010-07-23 15:30:00,2011-09-17 14:18:00
Tia,2011-09-17 14:00:00,Whenua Hou,2197,87,2011-06-12 11:30:00,2011-09-17 14:00:00
Fuchsia,2011-09-17 12:22:00,Whenua Hou,1012,27,2010-11-29 11:30:00,2011-09-17 12:22:00
Margaret-maree,2011-09-17 12:20:00,Whenua Hou,1016,35,2010-08-08 19:30:00,2011-09-17 12:20:00
Toitiiti,2011-09-16 15:00:00,Anchor,2004,25,2010-06-30 11:00:00,2011-09-16 15:00:00
Suzanne,2011-09-16 12:55:00,Whenua Hou,1019,44,2010-07-25 15:20:00,2011-09-16 12:55:00
Evohe,2011-09-16 12:10:00,Anchor,2008,39,2010-07-24 09:00:00,2011-09-16 12:10:00
Hananui,2011-09-16 12:00:00,Whenua Hou,1007,13,2010-09-10 11:40:00,2011-09-16 12:00:00
Tumeke,2011-09-16 11:56:00,Whenua Hou,1021,46,2010-07-28 12:40:00,2011-09-16 11:56:00
Sue,2011-09-15 14:40:00,Whenua Hou,1040,88,2010-08-10 19:00:00,2011-09-15 14:40:00
Zephyr,2011-09-15 14:30:00,Whenua Hou,1009,19,2010-11-01 21:45:00,2011-09-15 14:30:00
Tiwai,2011-09-15 13:20:00,Anchor,2023,67,2011-01-08 23:00:00,2011-09-15 13:20:00
Esperance,2011-09-15 11:35:00,Whenua Hou,1010,20,2010-07-31 10:10:00,2011-09-15 11:35:00
Nora,2011-09-14 15:30:00,Anchor,1017,36,2010-07-23 14:03:00,2011-09-14 15:30:00
Moss,2011-09-14 14:10:00,Whenua Hou,0016,32,2010-06-20 13:40:00,2011-09-14 14:10:00
Stella,2011-09-13 10:21:00,Whenua Hou,1131,16,2011-09-03 15:45:00,2011-09-13 10:21:00
Hinemoa,2011-09-11 11:30:00,Anchor,0052,92,2010-12-02 12:00:00,2011-09-11 11:30:00
Juanma,2011-09-09 12:30:00,Whenua Hou,0013,5,2010-06-19 16:05:00,2011-09-09 12:30:00
Ariki,2011-09-09 12:20:00,Anchor,25/06/02Sa119/08/2009,95,2011-02-20 15:30:00,2011-09-09 12:20:00
Roha,2011-09-08 14:05:00,Anchor,2025,91,2010-07-25 10:15:00,2011-09-08 14:05:00
Wharetutu,2011-09-08 12:30:00,Whenua Hou,0010,61,2010-06-16 11:48:00,2011-09-08 12:30:00
Wiremu,2011-09-07 16:45:00,Whenua Hou,0063,77,2011-04-13 21:35:00,2011-09-07 16:45:00
Konini,2011-09-07 15:30:00,Anchor,1020,45,2010-07-24 13:50:00,2011-09-07 15:30:00
Mila,2011-09-07 13:55:00,Anchor,1032,73,2010-07-24 11:00:00,2011-09-07 13:55:00
Huhana,2011-09-07 13:45:00,Whenua Hou,0024,41,2010-06-24 14:30:00,2011-09-07 13:45:00
Kuia,2011-09-07 12:00:00,Anchor,2031,33,2011-02-28 17:00:00,2011-09-07 12:00:00
Trevor,2011-09-06 17:30:00,Anchor,0053,53,2011-04-29 12:30:00,2011-09-06 17:30:00
Takitimu,2011-09-06 15:55:00,Anchor,0054,24,2011-01-23 01:39:00,2011-09-06 15:55:00
Kumi,2011-09-06 14:00:00,Anchor,1051,81,2010-07-24 12:20:00,2011-09-06 14:00:00
Queenie,2011-09-05 16:40:00,Whenua Hou,0018,8,2010-06-15 15:56:00,2011-09-05 16:40:00
Awarua,2011-09-05 15:35:00,Whenua Hou,0026,28,2010-06-15 12:42:00,2011-09-05 15:35:00
Waikawa,2011-09-05 11:45:00,Whenua Hou,9081,97,2011-05-24 20:00:00,2011-09-05 11:45:00
Monoa,2011-09-04 16:00:00,Anchor,1001,4,2010-07-27 16:10:00,2011-09-04 16:00:00
Hillary,2011-09-04 15:55:00,Whenua Hou,0004,37,2010-06-13 13:00:00,2011-09-04 15:55:00
Ian,2011-09-04 15:30:00,Whenua Hou,0064,65,2011-05-20 18:15:00,2011-09-04 15:30:00
Robbie,2011-09-04 14:00:00,Anchor,1050,70,2011-01-06 22:45:00,2011-09-04 14:00:00
Tiaka,2011-09-04 14:00:00,Whenua Hou,0020,17,2011-03-24 14:30:00,2011-09-04 14:00:00
Bonus,2011-09-04 13:00:00,Whenua Hou,35706Bonus28/10/2008,9,2008-10-28 14:40:00,2011-09-04 13:00:00
Ra,2011-09-03 18:10:00,Anchor,2029,89,2010-06-15 11:20:00,2011-09-03 18:10:00
Scratch,2011-09-03 16:35:00,Anchor,2027,2,2010-06-15 12:14:00,2011-09-03 16:35:00
Atareta,2011-09-03 16:20:00,Whenua Hou,9025,126,2011-05-04 17:40:00,2011-09-03 16:20:00
Stella,2011-09-03 15:45:00,Whenua Hou,9080,42,2011-06-12 12:00:00,2011-09-03 15:45:00
Ihi,2011-09-03 15:00:00,Whenua Hou,9033,3,2011-06-13 15:30:00,2011-09-03 15:00:00
Merv,2011-09-03 14:30:00,Anchor,1046,38,2010-07-23 16:53:00,2011-09-03 14:30:00
Millie,2011-09-03 13:25:00,Whenua Hou,0009,39,2010-06-13 11:30:00,2011-09-03 13:25:00
Tutoko,2011-09-03 13:00:00,Whenua Hou,2026,16,2011-08-11 12:00:00,2011-09-03 13:00:00
Basil,2011-09-02 15:40:00,Anchor,1052,87,2011-04-30 14:20:00,2011-09-02 15:40:00
Hakatere,2011-09-02 14:55:00,Whenua Hou,9043,63,2011-06-12 16:00:00,2011-09-02 14:55:00
JEM,2011-09-02 14:05:00,Anchor,2019,41,2010-07-29 15:22:00,2011-09-02 14:05:00
Komaru,2011-09-02 13:30:00,Whenua Hou,9032,24,2011-06-28 20:35:00,2011-09-02 13:30:00
Purity,2011-09-02 11:25:00,Whenua Hou,0028,68,2010-06-16 15:50:00,2011-09-02 11:25:00
Waa,2011-09-02 09:55:00,Whenua Hou,2010,93,2011-06-13 15:00:00,2011-09-02 09:55:00
